question,paragNo,titleNo
"['last', 'name', 'player', 'bumped', 'ball', 'away', 'Manning', 'fourth', 'quarter', 'Super', 'Bowl', '50']",50,0
"['yard', 'line', 'Broncos', 'Manning', 'lost', 'ball', 'fourth', 'quarter']",50,0
"['yard', 'field', 'goal', 'Gano', 'made', 'make', 'score', '16-10']",50,0
"['following', 'three', 'fourth', 'quarter', 'drive', 'field', 'goal', 'makng', 'score', '16-10', 'ended', 'punt']",50,0
"['On', 'yard', 'line', 'Carolina', 'begin', '4:51', 'left', 'game']",51,0
"['fumbled', 'ball', '3rd-and-9']",51,0
"['Panther', 'defender', 'called', 'holding', 'third']",51,0
"['player', 'punched', 'ball', '2']",51,0
"['receiver', 'successful', '2-point', 'conversion']",51,0
"['stripped', 'ball', 'Newton', '3rd', 'nine']",51,0
"['recovered', 'strip', 'ball']",51,0
"['player', 'criticized', 'jumping', 'pile', 'recover', 'ball']",51,0
"['Panthers', 'player', 'got', 'penalty', 'gave', 'Broncos', 'new', 'set', 'down']",51,0
"['much', 'time', 'left', 'game', 'Denver', 'took', 'score', '24-10']",51,0
"['time', 'clock', 'Carolina', 'got', 'ball', '24-yard', 'line', 'fourth', 'quarter']",51,0
"['last', 'name', 'player', 'took', 'ball', 'away', 'Newton', 'late', 'fourth', 'quarter']",51,0
"['last', 'name', 'player', 'finally', 'recovered', 'ball', 'Newton', 'lost', 'fourth', 'quarter']",51,0
"['play', 'Denver', 'kept', 'end', 'zone', 'getting', 'ball', 'Newton']",51,0
"['last', 'name', 'player', 'scored', '2-yard', 'touchdown', 'fourth', 'quarter']",51,0
"['solo', 'sack', 'Von', 'Miller', 'game']",52,0
"['touchdown', 'Manning', 'throw', 'game']",52,0
"['field', 'goal', 'McManus', 'kick', 'game']",52,0
"['player', 'played', 'Super', 'Bowl', 'breaking', 'arm', 'two', 'week']",52,0
"['pick', 'Cam', 'Newton', 'throw']",52,0
"['interception', 'Manning', 'end', 'game']",52,0
"['touchdown', 'Manning', 'end', 'game']",52,0
"['game', 'leading', 'rusher']",52,0
"['game', 'top', 'receiver']",52,0
"['player', 'played', 'even', 'though', 'broke', 'arm', 'two', 'week', 'prior', 'Super', 'Bowl']",52,0
"['last', 'name', 'player', 'Manning', 'top', 'receiver', 'Super', 'Bowl', '50']",52,0
"['th', 'elast', 'name', 'player', 'Super', 'Bowl', '50', 'winner', 'leading', 'rusher']",52,0
"['four', 'field', 'goal', 'attempt', 'McManus', 'succeed', 'SUper', 'Bowl', '50']",52,0
"['intercpetions', 'Newton', 'Super', 'Bowl', '50']",52,0
"['total', 'tackle', 'Charles', 'Johnson', 'Super', 'Bowl', '50']",52,0
"['total', 'yard', 'Denver', 'gain']",53,0
"['first', 'down', 'Denver']",53,0
"['team', '244', 'yard', 'Super', 'Bowl', 'XXXV']",53,0
"['returned', 'punt', '61', 'yard', 'setting', 'new', 'Super', 'Bowl', 'record']",53,0
"['quarterback', 'win', 'Super', 'Bowl', 'two', 'team']",53,0
"['yard', 'Denver', 'Super', 'Bowl', '50']",53,0
"['first', 'down', 'Denver', 'Super', 'Bowl', '50']",53,0
"['Broncos', 'tie', 'sack', 'Super', 'Bowl']",53,0
"['team', 'Gary', 'Kubiak', 'play', 'Super', 'Bowl']",53,0
"['first', 'down', 'Panthers', 'Super', 'Bowl', '50']",53,0
"['first', 'down', 'Broncos', 'Super', 'Bowl', '50']",53,0
"['team', 'lowest', 'down', 'yard', 'ever', 'Super', 'Bowl', 'Super', 'Bowl', '50']",53,0
"['team', 'di', 'Broncos', 'tie', 'Super', 'Bowl', 'record', 'sack']",53,0
"['team', 'Manning', 'Super', 'Bowl']",53,0
