word,questionNo,paragraphNo,titleNo,count Repeat,question belongs to paragraph,question belongs to paragraph in title
broadcasting company,5696,0,24,1,0,24
american broadcasting company,5696,0,24,1,0,24
year abc,5697,8,24,1,0,24
logo abc,5697,0,24,1,0,24
abc headquarters,5699,39,24,1,0,24
disney abc,5700,0,24,1,0,24
abc television,5700,0,24,1,0,24
television group,5700,0,24,1,0,24
group subsidiary,5700,0,24,1,0,24
division walt,5700,0,24,1,0,24
walt disney,5700,38,0,1,0,24
disney company,5700,6,7,1,0,24
disney abc television,5700,0,24,1,0,24
abc television group,5700,0,24,1,0,24
television group subsidiary,5700,0,24,1,0,24
division walt disney,5700,0,24,1,0,24
walt disney company,5700,6,7,1,0,24
abc first,5701,10,24,1,1,24
cable sports,5704,1,24,1,1,24
sports channel,5704,1,24,1,1,24
cable sports channel,5704,1,24,1,1,24
company abc,5705,0,24,1,1,24
abc network,5705,34,24,1,1,24
network parent,5705,1,24,1,1,24
many affiliated,5706,59,24,1,2,24
affiliated stations,5706,59,24,1,2,24
stations abc,5706,87,24,1,2,24
abc currently,5706,11,24,1,2,24
many affiliated stations,5706,59,24,1,2,24
purchased abc,5707,2,24,1,2,24
abc radio,5707,2,24,1,2,24
radio properties,5707,2,24,1,2,24
purchased abc radio,5707,2,24,1,2,24
abc radio properties,5707,2,24,1,2,24
stations owned,5708,2,24,1,2,24
owned operated,5708,2,24,1,2,24
substitution regulations,5709,2,24,1,2,24
abc news,5710,2,24,1,2,24
news provides,5710,2,24,1,2,24
abc news provides,5710,2,24,1,2,24
radio stations owned,5710,2,24,1,2,24
radio networks,5712,40,0,1,3,24
two radio networks,5712,3,24,1,3,24
nbc red,5713,3,24,2,3,24
nbc radio,5715,28,24,1,3,24
testing new,5715,3,24,1,3,24
new programs,5715,3,24,1,3,24
testing new programs,5715,3,24,1,3,24
filed complaint,5716,4,24,1,4,24
establishing new,5716,4,24,1,4,24
new stations,5716,4,24,1,4,24
establishing new stations,5716,4,24,1,4,24
rca using,5720,4,24,1,4,24
nbc blue,5721,1,24,1,5,24
blue 1941,5721,5,24,1,5,24
nbc blue 1941,5721,5,24,1,5,24
independent subsidiary,5722,5,24,1,5,24
investment firm,5723,5,24,1,5,24
blue network,5723,1,24,1,5,24
mark woods,5723,5,24,1,5,24
nbc blue network,5723,1,24,1,5,24
rca president,5724,5,24,1,5,24
dillon read,5725,5,24,1,5,24
read co,5725,5,24,1,5,24
dillon read co,5725,5,24,1,5,24
edward john,5726,6,24,1,6,24
john noble,5726,6,24,1,6,24
edward john noble,5726,6,24,1,6,24
rights american,5728,6,24,1,6,24
company name,5728,0,8,1,6,24
rights american broadcasting,5728,6,24,1,6,24
broadcasting company name,5728,6,24,1,6,24
new technology,5731,30,23,1,7,24
allowed abc,5731,21,24,1,7,24
pre record,5731,7,24,1,7,24
abc aired,5732,12,24,1,7,24
aired symphony,5732,7,24,1,7,24
symphony performances,5732,7,24,1,7,24
aired symphony performances,5732,7,24,1,7,24
dramas sherlock,5733,7,24,1,7,24
sherlock holmes,5733,7,24,1,7,24
dramas sherlock holmes,5733,7,24,1,7,24
abc able,5734,7,24,1,7,24
abc continued,5735,69,24,1,7,24
launched abc,5737,41,24,1,8,24
low viewership,5738,54,24,2,8,24
abc broadcast,5740,8,24,1,8,24
contrast disney,5740,8,24,1,8,24
disney channels,5740,8,24,1,8,24
contrast disney channels,5740,8,24,1,8,24
abc films,5741,9,24,1,9,24
selling programs,5741,9,24,1,9,24
programs networks,5741,9,24,1,9,24
selling programs networks,5741,9,24,1,9,24
ended need,5742,9,24,1,9,24
need abc,5742,9,24,1,9,24
interests countries,5742,9,24,1,9,24
ended need abc,5742,9,24,1,9,24
abc international,5743,8,24,1,9,24
international networks,5743,8,24,1,9,24
networks mainly,5743,9,24,1,9,24
international networks mainly,5743,9,24,1,9,24
abc forced,5744,9,24,1,9,24
forced sell,5744,9,24,1,9,24
sell interests,5744,9,24,1,9,24
interests international,5744,9,24,1,9,24
abc forced sell,5744,9,24,1,9,24
forced sell interests,5744,9,24,1,9,24
sell interests international,5744,9,24,1,9,24
interests international networks,5744,9,24,1,9,24
first international,5745,10,24,1,10,24
event broadcast,5745,70,24,1,10,24
broadcast abc,5745,70,24,1,10,24
event broadcast abc,5745,70,24,1,10,24
mid 1960s,5746,10,24,1,10,24
nbc unable,5748,10,24,1,10,24
coronation queen,5748,10,24,1,10,24
coronation queen elizabeth,5748,10,24,1,10,24
television specials,5750,11,24,1,11,24
four major,5751,11,24,1,11,24
major networks,5751,11,24,1,11,24
four major networks,5751,11,24,1,11,24
charlie brown,5752,11,24,4,11,24
brown christmas,5752,11,24,2,11,24
charlie brown christmas,5752,11,24,2,11,24
begin airing,5755,83,24,1,12,24
dick clark,5755,12,24,2,12,24
clark new,5755,12,24,1,12,24
new year,5755,12,24,2,12,24
year rockin,5755,12,24,1,12,24
rockin eve,5755,12,24,1,12,24
dick clark new,5755,12,24,1,12,24
clark new year,5755,12,24,1,12,24
new year rockin,5755,12,24,1,12,24
year rockin eve,5755,12,24,1,12,24
abc new,5756,36,24,1,12,24
begin broadcasting,5757,24,18,1,12,24
miss america,5757,12,24,2,12,24
america pageant,5757,12,24,1,12,24
miss america pageant,5757,12,24,1,12,24
eve hosted,5758,12,24,1,12,24
longest running,5760,13,24,1,13,24
good morning,5761,13,24,1,13,24
morning america,5761,13,24,1,13,24
good morning america,5761,13,24,1,13,24
gamble produced,5762,13,24,1,13,24
produced soap,5762,13,24,1,13,24
soap opera,5762,13,24,1,13,24
gamble produced soap,5762,13,24,1,13,24
talk shows,5763,35,0,1,13,24
general hospital,5764,13,24,1,13,24
abc carries,5765,14,24,2,14,24
weekend events,5765,14,24,1,14,24
extreme sports,5765,7,7,1,14,24
abc sports,5766,14,24,1,14,24
sports division,5766,14,24,1,14,24
abc sports division,5766,14,24,1,14,24
sports programming,5767,14,24,2,14,24
programming provided,5767,14,24,1,14,24
abc saturday,5767,30,24,1,14,24
sports programming provided,5767,14,24,1,14,24
christmas day,5768,11,24,1,14,24
abc vice,5770,15,24,1,15,24
president engineering,5770,15,24,1,15,24
abc vice president,5770,15,24,1,15,24
vice president engineering,5770,15,24,1,15,24
frank marx,5771,15,24,1,15,24
would requisitioned,5771,15,24,1,15,24
stations united,5774,16,24,1,16,24
television stations united,5774,16,24,1,16,24
stations united states,5774,16,24,1,16,24
stations boston,5775,94,24,1,16,24
1949 abc,5777,16,24,1,16,24
less coverage,5777,16,24,1,16,24
competing networks,5777,16,24,1,16,24
upt forced,5778,17,24,1,17,24
become independent,5778,17,24,1,17,24
independent entity,5778,17,24,1,17,24
become independent entity,5778,17,24,1,17,24
president upt,5783,18,24,1,18,24
acquire abc,5785,18,24,1,18,24
approved upt,5785,18,24,1,18,24
upt board,5785,18,24,1,18,24
approved upt board,5785,18,24,1,18,24
fcc sixth,5786,19,24,1,19,24
sixth report,5786,19,24,1,19,24
report order,5786,19,24,1,19,24
fcc sixth report,5786,19,24,1,19,24
sixth report order,5786,19,24,1,19,24
approve upt,5787,19,24,1,19,24
upt purchase,5787,18,24,1,19,24
purchase abc,5787,18,24,1,19,24
upt purchase abc,5787,18,24,1,19,24
abc merged,5788,1,24,1,19,24
merged company,5788,19,24,2,19,24
broadcasting paramount,5789,19,24,1,19,24
paramount theatres,5789,1,24,1,19,24
theatres inc,5789,19,24,1,19,24
inc headquartered,5789,19,24,1,19,24
american broadcasting paramount,5789,19,24,1,19,24
broadcasting paramount theatres,5789,19,24,1,19,24
paramount theatres inc,5789,19,24,1,19,24
theatres inc headquartered,5789,19,24,1,19,24
wjz tv,5790,5,24,1,20,24
applications new,5791,16,30,1,20,24
construct transmitter,5792,20,24,1,20,24
20 acres,5793,20,24,1,20,24
decade marked,5795,21,24,1,21,24
transition color,5795,21,24,1,21,24
family oriented,5797,29,22,1,21,24
oriented series,5797,21,24,1,21,24
family oriented series,5797,21,24,1,21,24
disney productions,5798,22,24,1,22,24
abc shares,5798,22,24,1,22,24
shares disneyland,5798,22,24,1,22,24
disneyland theme,5798,22,24,1,22,24
theme park,5798,22,24,1,22,24
walt disney productions,5798,22,24,1,22,24
abc shares disneyland,5798,22,24,1,22,24
shares disneyland theme,5798,22,24,1,22,24
disneyland theme park,5798,22,24,1,22,24
color broadcasts,5799,22,24,1,22,24
broadcasts anthology,5799,22,24,1,22,24
anthology series,5799,22,24,3,22,24
color broadcasts anthology,5799,22,24,1,22,24
broadcasts anthology series,5799,22,24,1,22,24
abc disney,5800,22,24,1,22,24
disney television,5800,34,24,1,22,24
relationship disney,5801,22,24,1,22,24
2000 abc,5802,11,24,1,23,24
campaign focused,5802,23,24,1,23,24
2001 02,5803,23,24,1,23,24
02 identity,5803,23,24,1,23,24
2001 02 identity,5803,23,24,1,23,24
abc logo,5804,23,24,1,23,24
1998 new,5806,11,8,1,24,24
four note,5807,24,24,5,24,24
image campaign,5808,24,24,1,24,24
new four,5808,24,24,1,24,24
based around,5808,24,24,1,24,24
new four note,5808,24,24,1,24,24
abc four,5809,81,24,1,24,24
season abc,5810,33,24,1,25,24
logo first,5810,25,24,1,25,24
screen bug,5810,25,24,1,25,24
abc logo first,5810,25,24,1,25,24
logo bug,5811,25,24,1,25,24
appearing throughout,5811,25,24,1,25,24
abc shows,5811,54,24,1,25,24
40th anniversary,5812,25,24,1,25,24
anniversary abc,5812,44,34,1,25,24
first abc,5814,26,24,1,26,24
abc identification,5814,26,24,1,26,24
identification card,5814,26,24,1,26,24
first abc identification,5814,26,24,1,26,24
abc identification card,5814,26,24,1,26,24
1977 id,5815,26,24,1,26,24
id sequence,5815,26,24,1,26,24
1977 id sequence,5815,26,24,1,26,24
graphic designer,5817,27,24,1,27,24
iconic abc,5818,39,24,1,27,24
bauhaus typeface,5819,27,24,1,27,24
originally designed,5819,37,22,1,27,24
paul rand,5820,27,24,1,27,24
may september,5821,28,24,1,28,24
Sep-05,5821,28,24,1,28,24
may september 2005,5821,28,24,1,28,24
place behind,5824,29,24,1,29,24
helped abc,5825,29,24,1,29,24
second place,5825,29,24,1,29,24
place ratings,5825,33,24,1,29,24
named president,5826,29,24,1,29,24
espn abc,5827,14,24,1,29,24
eight year,5827,2,9,1,29,24
two year,5828,30,24,1,30,24
year affiliate,5828,30,24,1,30,24
affiliate agreement,5828,30,24,1,30,24
agreement approved,5828,18,24,1,30,24
two year affiliate,5828,30,24,1,30,24
year affiliate agreement,5828,30,24,1,30,24
chairman ceo,5829,30,24,1,30,24
hit reality,5830,30,24,1,30,24
reality series,5830,14,24,1,30,24
series debuted,5830,54,24,1,30,24
hit reality series,5830,30,24,1,30,24
series first,5831,0,34,1,30,24
removed abc,5832,31,24,1,31,24
abc stations,5832,94,24,1,31,24
certain markets,5832,94,24,1,31,24
time warner,5833,84,6,1,31,24
warner cable,5833,31,24,2,31,24
time warner cable,5833,31,24,2,31,24
2000 01,5834,31,24,1,31,24
01 season,5834,31,24,1,31,24
2000 01 season,5834,31,24,1,31,24
sabrina teenage,5837,32,24,1,32,24
teenage witch,5837,32,24,1,32,24
sabrina teenage witch,5837,32,24,1,32,24
network began,5838,24,24,1,32,24
began airing,5838,85,24,1,32,24
family matters,5838,32,24,1,32,24
1997 98,5838,32,24,1,32,24
98 season,5838,32,24,1,32,24
1997 98 season,5838,32,24,1,32,24
wants millionaire,5839,32,24,1,33,24
syndicated program,5841,33,24,1,33,24
abc merger,5843,19,24,1,34,24
first announced,5843,19,8,1,34,24
capital city,5844,19,1,1,34,24
four newspapers,5845,34,24,1,34,24
newspapers abc,5845,34,24,1,34,24
abc controlled,5845,34,24,1,34,24
four newspapers abc,5845,34,24,1,34,24
newspapers abc controlled,5845,34,24,1,34,24
thomas murphy,5846,34,24,1,34,24
disney acquisition,5846,34,24,1,34,24
aaron sorkin,5847,34,24,1,34,24
sorkin created,5847,34,24,1,34,24
aaron sorkin created,5847,34,24,1,34,24
season color,5848,35,24,1,35,24
become dominant,5848,84,3,1,35,24
dominant format,5848,35,24,1,35,24
1965 66,5849,35,24,1,35,24
66 season,5849,35,24,1,35,24
1965 66 season,5849,35,24,1,35,24
1991 book,5850,35,24,1,35,24
flagship stations,5851,40,0,1,36,24
abc new york,5851,36,24,1,36,24
abc affiliate,5853,2,24,1,36,24
abc president,5854,37,24,1,37,24
proposed merger,5855,37,24,1,37,24
merger upt,5855,37,24,1,37,24
network october,5855,40,24,1,37,24
Oct-54,5855,37,24,1,37,24
proposed merger upt,5855,37,24,1,37,24
plan would,5856,53,24,1,37,24
dumont television,5857,16,24,1,37,24
dumont television network,5857,16,24,1,37,24
hollywood film,5858,24,7,1,38,24
upt subsidiary,5858,38,24,1,38,24
merged abc,5858,37,24,1,38,24
around 1954,5859,40,24,1,38,24
record longest,5860,38,24,1,38,24
simpsons 2002,5860,38,24,1,38,24
record longest running,5860,38,24,1,38,24
television show,5861,4,18,1,39,24
1947 film,5861,39,24,1,39,24
film wyoming,5861,39,24,1,39,24
wyoming kid,5861,39,24,1,39,24
1947 film wyoming,5861,39,24,1,39,24
film wyoming kid,5861,39,24,1,39,24
film boy,5862,39,24,1,39,24
boy oklahoma,5862,39,24,1,39,24
film boy oklahoma,5862,39,24,1,39,24
hollywood producers,5863,39,24,1,39,24
series abc,5864,54,24,1,39,24
abc present,5864,21,24,1,39,24
disney brother,5865,40,24,1,40,24
walt disney brother,5865,40,24,1,40,24
abc invest,5866,10,24,1,40,24
abc agree,5867,40,24,1,40,24
agree finance,5867,40,24,1,40,24
finance disneyland,5867,40,24,1,40,24
abc agree finance,5867,40,24,1,40,24
special programming,5869,41,24,1,41,24
fm stations,5869,41,24,2,41,24
radio president,5870,41,24,1,41,24
abc radio president,5870,41,24,1,41,24
allen shaw,5871,41,24,1,41,24
abc launch,5873,69,24,1,42,24
movie week,5873,42,24,2,42,24
steven spielberg,5874,42,24,1,42,24
average budget,5876,42,24,1,42,24
budget abc,5876,44,24,1,42,24
allowed network,5878,21,24,1,43,24
network move,5878,33,24,1,43,24
first place,5878,33,24,1,43,24
first place ratings,5878,33,24,1,43,24
certain audiences,5879,43,24,1,43,24
program debuted,5880,52,24,1,44,24
sunday night,5881,40,24,1,44,24
night football,5881,33,0,1,44,24
sunday night football,5881,44,24,1,44,24
monday night,5882,33,0,1,44,24
monday night football,5882,33,0,1,44,24
audience share,5883,29,24,1,44,24
allow abc,5883,86,24,1,44,24
according goldenson,5883,44,24,1,44,24
financial interest,5884,45,24,1,45,24
interest syndication,5884,45,24,1,45,24
syndication rules,5884,45,24,1,45,24
financial interest syndication,5884,45,24,1,45,24
interest syndication rules,5884,45,24,1,45,24
result abc,5885,9,24,1,45,24
decision split,5885,45,24,1,45,24
split abc,5885,45,24,1,45,24
films two,5885,45,24,1,45,24
two companies,5885,26,3,1,45,24
decision split abc,5885,45,24,1,45,24
split abc films,5885,45,24,1,45,24
abc films two,5885,45,24,1,45,24
produced programming,5886,75,24,1,45,24
programming syndication,5886,45,24,1,45,24
health cigarette,5887,46,24,1,46,24
cigarette smoking,5887,46,24,1,46,24
smoking act,5887,46,24,1,46,24
public health cigarette,5887,46,24,1,46,24
health cigarette smoking,5887,46,24,1,46,24
cigarette smoking act,5887,46,24,1,46,24
cigarette advertising,5888,46,24,1,46,24
take effect,5888,21,15,1,46,24
television networks,5888,0,24,1,46,24
abc great,5889,46,24,1,46,24
great states,5889,46,24,1,46,24
abc great states,5889,46,24,1,46,24
president ceo,5890,6,24,1,46,24
ceo abc,5890,6,24,1,46,24
abc goldenson,5890,38,24,1,46,24
heart attack,5890,46,24,1,46,24
president ceo abc,5890,6,24,1,46,24
michael eisner,5891,30,24,1,47,24
love american,5892,47,24,1,47,24
american style,5892,47,24,1,47,24
love american style,5892,47,24,1,47,24
eisner main,5893,47,24,1,47,24
main credit,5893,47,24,1,47,24
time abc,5893,30,24,1,47,24
eisner main credit,5893,47,24,1,47,24
become president,5894,47,24,2,47,24
left abc,5894,34,24,1,47,24
abc 1976,5894,47,24,1,47,24
left abc 1976,5894,47,24,1,47,24
president abc,5895,29,24,2,48,24
president abc television,5895,48,24,1,48,24
first president,5896,48,24,1,48,24
president director,5896,48,24,1,48,24
director programming,5896,48,24,1,48,24
abc entertainment,5896,48,24,1,48,24
first president director,5896,48,24,1,48,24
president director programming,5896,48,24,1,48,24
detective series,5897,48,24,1,48,24
america first,5898,48,24,1,48,24
fred silverman,5899,48,24,1,49,24
happy days,5900,47,24,1,49,24
debuted 1976,5900,49,24,1,49,24
angels three,5901,49,24,1,49,24
three company,5901,49,24,1,49,24
angels three company,5901,49,24,1,49,24
roots miniseries,5902,50,24,1,50,24
miniseries based,5902,50,24,1,50,24
roots miniseries based,5902,50,24,1,50,24
comedy drama,5903,50,24,1,50,24
love boat,5903,50,24,2,50,24
television series,5906,39,24,1,50,24
series feature,5906,50,24,1,50,24
feature openly,5906,50,24,1,50,24
openly gay,5906,50,24,1,50,24
first television series,5906,50,24,1,50,24
television series feature,5906,50,24,1,50,24
series feature openly,5906,50,24,1,50,24
feature openly gay,5906,50,24,1,50,24
news 1977,5907,51,24,1,51,24
named president abc,5907,29,24,1,51,24
president abc news,5907,88,24,1,51,24
roone arledge,5908,51,24,1,51,24
facility built,5909,51,24,1,51,24
columbus avenue,5909,0,24,1,51,24
avenue west,5909,8,18,1,51,24
west 66th,5909,0,24,1,51,24
66th street,5909,0,24,1,51,24
columbus avenue west,5909,0,24,1,51,24
avenue west 66th,5909,0,24,1,51,24
west 66th street,5909,0,24,1,51,24
lincoln square,5910,51,24,1,51,24
newsmagazine 20,5911,52,24,1,52,24
20 20,5911,32,24,1,52,24
20 first,5911,52,24,1,52,24
newsmagazine 20 20,5911,52,24,1,52,24
20 20 first,5911,52,24,1,52,24
appointed anchor,5912,52,24,1,52,24
hugh downs,5913,52,24,1,52,24
recording division,5914,52,24,1,52,24
abc proposed,5915,20,24,1,53,24
cable news,5915,53,24,1,53,24
Jul-04,5916,53,24,1,53,24
flint michigan,5917,53,24,1,53,24
michigan affiliate,5917,53,24,1,53,24
flint michigan affiliate,5917,53,24,1,53,24
toledo ohio,5918,53,24,1,53,24
production network,5919,54,24,1,54,24
network programs,5919,9,24,1,54,24
production network programs,5919,54,24,1,54,24
game show,5920,33,24,1,54,24
show debuted,5920,84,24,1,54,24
abc would,5921,53,24,2,54,24
would sell,5921,56,3,1,54,24
ten owned,5921,34,24,1,54,24
operated stations,5921,17,24,1,54,24
ten owned operated,5921,34,24,1,54,24
owned operated stations,5921,17,24,1,54,24
group merged,5922,55,24,1,55,24
abc studios,5922,55,24,1,55,24
television group merged,5922,55,24,1,55,24
group merged abc,5922,55,24,1,55,24
merger disney,5923,34,24,1,55,24
2009 citadel,5924,55,24,1,55,24
citadel communications,5924,55,24,1,55,24
rebrand abc,5924,55,24,1,55,24
2009 citadel communications,5924,55,24,1,55,24
rebrand abc radio,5924,55,24,1,55,24
reached agreement,5925,33,0,1,55,24
make abc,5925,66,24,1,55,24
lowest ratings,5926,56,24,1,56,24
ugly betty,5928,56,24,1,56,24
attempt boost,5929,56,24,1,56,24
fin syn,5930,57,24,1,57,24
syn rules,5930,57,24,1,57,24
fin syn rules,5930,57,24,1,57,24
syndication distributor,5931,57,24,1,57,24
production company,5932,23,23,1,57,24
handles domestic,5934,58,24,1,58,24
domestic television,5934,58,24,2,58,24
television distribution,5934,57,24,1,58,24
handles domestic television,5934,58,24,1,58,24
domestic television distribution,5934,58,24,1,58,24
abc domestic,5935,58,24,1,58,24
disney abc domestic,5935,58,24,1,58,24
abc domestic television,5935,58,24,1,58,24
international television,5936,58,24,3,58,24
disney abc international,5936,58,24,1,58,24
abc international television,5936,58,24,1,58,24
library contains,5937,27,22,1,58,24
selmur productions,5937,58,24,1,58,24
two stations,5938,37,24,1,59,24
stations carry,5938,59,24,1,59,24
carry abc,5938,62,24,1,59,24
abc programming,5938,62,24,1,59,24
first two stations,5938,59,24,1,59,24
two stations carry,5938,59,24,1,59,24
carry abc programming,5938,62,24,1,59,24
Mar-15,5939,59,24,1,59,24
affiliation agreements,5940,53,24,1,59,24
american households,5941,68,24,1,59,24
first logo,5942,60,24,1,60,24
logo introduced,5942,60,24,1,60,24
first logo introduced,5942,60,24,1,60,24
logo based,5943,60,24,1,60,24
based abc,5943,2,24,1,60,24
abc upt,5943,37,24,2,60,24
upt merger,5943,60,24,1,60,24
merger finalized,5943,60,24,1,60,24
abc upt merger,5943,60,24,1,60,24
upt merger finalized,5943,60,24,1,60,24
circle logo,5944,23,24,1,60,24
program became,5946,6,14,1,61,24
became abc,5946,71,24,1,61,24
broadcast standard,5946,61,24,1,61,24
broadcast standard definition,5946,61,24,1,61,24
since january,5947,61,24,1,61,24
Jan-12,5947,61,24,1,61,24
programming presented,5947,61,24,1,61,24
since january 2012,5947,61,24,1,61,24
first children,5948,61,24,1,61,24
children program,5948,61,24,1,61,24
program block,5948,61,24,1,61,24
block broadcast,5948,61,24,1,61,24
broadcast hd,5948,61,24,1,61,24
first children program,5948,61,24,1,61,24
children program block,5948,61,24,1,61,24
program block broadcast,5948,61,24,1,61,24
abc master,5949,62,24,1,62,24
master feed,5949,62,24,1,62,24
feed transmitted,5949,62,24,1,62,24
abc master feed,5949,62,24,1,62,24
master feed transmitted,5949,62,24,1,62,24
hearst television,5950,62,24,1,62,24
television abc,5950,14,24,1,62,24
abc affiliates,5950,94,24,2,62,24
network feed,5951,62,24,1,62,24
feed 480i,5951,62,24,1,62,24
480i standard,5951,62,24,1,62,24
network feed 480i,5951,62,24,1,62,24
feed 480i standard,5951,62,24,1,62,24
480i standard definition,5951,62,24,1,62,24
format walt,5952,62,24,1,62,24
format walt disney,5952,62,24,1,62,24
second season,5953,63,24,2,63,24
2010 11,5953,63,24,1,63,24
11 schedule,5953,63,24,1,63,24
2010 11 schedule,5953,63,24,1,63,24
third place,5955,35,24,1,63,24
ratings 2010,5955,56,24,1,63,24
midseason run,5956,63,24,1,63,24
soap operas,5957,13,24,1,64,24
children one,5958,64,24,1,64,24
one life,5958,13,24,1,64,24
life live,5958,13,24,1,64,24
children one life,5958,64,24,1,64,24
one life live,5958,13,24,1,64,24
show replaced,5960,64,24,1,64,24
replaced one,5960,64,24,1,64,24
show replaced one,5960,64,24,1,64,24
replaced one life,5960,64,24,1,64,24
2011 12,5961,25,24,1,64,24
saw abc,5961,64,24,1,64,24
abc drop,5961,64,24,1,64,24
among important,5961,3,10,1,64,24
saw abc drop,5961,64,24,1,64,24
2013 14,5962,65,24,1,65,24
place 18,5962,64,24,1,65,24
18 49,5962,64,24,1,65,24
49 demographic,5962,64,24,1,65,24
demographic first,5962,65,24,1,65,24
time since,5962,30,23,1,65,24
first place 18,5962,65,24,1,65,24
place 18 49,5962,64,24,1,65,24
18 49 demographic,5962,64,24,1,65,24
49 demographic first,5962,65,24,1,65,24
demographic first time,5962,65,24,1,65,24
first time since,5962,30,23,1,65,24
comic book,5964,23,24,1,65,24
program aired,5965,33,24,1,65,24
aired last,5965,13,24,1,65,24
last man,5965,65,24,1,65,24
man standing,5965,65,24,1,65,24
standing shark,5965,65,24,1,65,24
shark tank,5965,65,24,1,65,24
last man standing,5965,65,24,1,65,24
man standing shark,5965,65,24,1,65,24
standing shark tank,5965,65,24,1,65,24
wednesday comedy,5966,66,24,1,66,24
comedy lineup,5966,66,24,1,66,24
wednesday comedy lineup,5966,66,24,1,66,24
tank based,5967,66,24,1,66,24
shark tank based,5967,66,24,1,66,24
2012 13,5969,66,24,1,66,24
abc debuted,5969,44,24,1,66,24
capital cities,5970,1,24,2,67,24
cities abc,5970,1,24,1,67,24
capital cities abc,5970,1,24,1,67,24
daniel burke,5971,67,24,1,67,24
Sep-94,5972,67,24,1,67,24
nypd blue,5973,32,24,1,67,24
french animation,5976,68,24,1,68,24
animation studio,5976,68,24,1,68,24
french animation studio,5976,68,24,1,68,24
cable provider,5977,31,24,1,68,24
provider abc,5977,95,24,1,68,24
carry owned,5977,68,24,1,68,24
abc markets,5977,68,24,1,68,24
carry owned operated,5977,68,24,1,68,24
viewership share,5978,68,24,1,68,24
purchase may,5979,19,34,1,69,24
May-60,5979,69,24,2,69,24
radio programs,5980,4,24,1,69,24
leonard goldenson,5982,1,24,1,69,24
canadian radio,5982,2,24,1,69,24
radio television,5982,4,18,1,69,24
television commission,5982,69,24,1,69,24
canadian radio television,5982,2,24,1,69,24
radio television commission,5982,69,24,1,69,24
29-Apr,5983,70,24,1,70,24
29 1961,5983,70,24,1,70,24
april 29 1961,5983,70,24,1,70,24
wide world,5984,70,24,2,70,24
world sports,5984,70,24,2,70,24
wide world sports,5984,70,24,2,70,24
originally produced,5985,59,34,1,70,24
abc purchased,5986,53,24,1,70,24
edgar scherick,5986,70,24,1,70,24
scherick company,5986,70,24,1,70,24
edgar scherick company,5986,70,24,1,70,24
corporate entity,5987,71,24,1,71,24
entity american,5987,71,24,1,71,24
theatres renamed,5987,71,24,1,71,24
corporate entity american,5987,71,24,1,71,24
entity american broadcasting,5987,71,24,1,71,24
paramount theatres renamed,5987,71,24,1,71,24
blind date,5988,71,24,1,71,24
date concept,5988,71,24,1,71,24
abc 1966,5988,47,24,1,71,24
blind date concept,5988,71,24,1,71,24
Jul-66,5989,71,24,1,71,24
new headquarters,5990,71,24,1,71,24
headquarters abc,5990,71,24,1,71,24
new headquarters abc,5990,71,24,1,71,24
prime time,5991,14,24,1,72,24
drama aaron,5992,72,24,1,72,24
aaron spelling,5992,42,24,1,72,24
drama aaron spelling,5992,72,24,1,72,24
days spinoff,5993,72,24,1,72,24
happy days spinoff,5993,72,24,1,72,24
cultural arts,5994,72,24,1,72,24
arts programming,5994,72,24,1,72,24
cultural arts programming,5994,72,24,1,72,24
1984 abc,5996,73,24,1,73,24
shares espn,5996,73,24,1,73,24
president 1990,5999,44,1,1,74,24
position abc,6000,88,24,1,74,24
entertainment program,6002,13,24,1,74,24
tim allen,6003,66,24,1,74,24
abc daytime,6004,13,24,3,75,24
daytime programming,6004,75,24,1,75,24
times good,6006,46,22,1,75,24
air abc,6006,27,24,1,75,24
weeknight talk,6007,75,24,1,75,24
weeknight talk show,6007,75,24,1,75,24
states abc,6008,76,24,1,76,24
licensed affiliate,6008,76,24,1,76,24
low power,6009,76,24,1,76,24
birmingham alabama,6009,76,24,1,76,24
south bend,6010,76,24,1,76,24
bend indiana,6010,76,24,1,76,24
digital simulcasts,6010,76,24,1,76,24
simulcasts subchannel,6010,76,24,1,76,24
south bend indiana,6010,76,24,1,76,24
digital simulcasts subchannel,6010,76,24,1,76,24
lima ohio,6011,76,24,1,76,24
producing television,6012,40,24,1,77,24
touchstone television,6013,57,24,1,77,24
main production,6014,77,24,1,77,24
production facilities,6014,0,24,1,77,24
main production facilities,6014,77,24,1,77,24
1500 broadway,6016,78,24,1,78,24
times square,6017,24,22,1,78,24
square studios,6017,78,24,1,78,24
times square studios,6017,78,24,1,78,24
block west,6018,78,24,1,78,24
west end,6018,26,22,1,78,24
end avenue,6018,78,24,2,78,24
news building,6018,78,24,1,78,24
building renamed,6018,78,24,1,78,24
renamed abc,6018,37,24,1,78,24
block west end,6018,78,24,1,78,24
west end avenue,6018,78,24,2,78,24
abc news building,6018,78,24,1,78,24
news building renamed,6018,78,24,1,78,24
peter jennings,6019,78,24,1,78,24
traditional vod,6020,79,24,1,79,24
vod service,6020,79,24,1,79,24
traditional vod service,6020,79,24,1,79,24
company part,6021,79,24,1,79,24
part owner,6021,79,24,1,79,24
streaming service,6021,79,24,1,79,24
disney company part,6021,79,24,1,79,24
company part owner,6021,79,24,1,79,24
abc programs,6022,2,24,1,79,24
2009 disney,6023,55,24,1,79,24
stake hulu,6023,79,24,1,79,24
recent episodes,6024,80,24,1,80,24
episodes abc,6024,55,24,1,80,24
made available,6024,34,0,1,80,24
