question,hit_lost,in_ist_index,actual_parag,titleNo
"['On', 'January', '7', '2016', 'confirmed', 'start', 'would', 'join', 'Coldplay', 'halftime', 'show']",0,44,44,0
"['single', 'Beyoncé', 'Coldplay', 'collaborate']",0,44,44,0
"['former', 'halftime', 'show', 'performer', 'joined', 'Coldplay', 'Beyoncé', 'Super', 'Bowl', '50', 'halftime', 'show']",0,44,44,0
"['team', 'received', 'opening', 'kickoff']",0,45,45,0
"['receiving', 'end', '22-yard', 'pas', 'Peyton', 'Manning']",0,45,45,0
"['lost', '3', 'yard', 'tackle', 'Shaq', 'Thompson']",0,45,45,0
"['kicked', 'field', 'goal', 'Denver']",0,45,45,0
"['ran', 'ball', 'twice', '20', 'yard', 'drive']",0,45,45,0
"['yard', 'pas', 'first', 'drive']",0,45,45,0
"['tackled', 'Ronnie', 'Hillman', 'loss', 'yardage']",0,45,45,0
"['kicked', 'field', 'goal', 'Denver', 'first', 'drive', 'Super', 'Bowl', '50']",0,45,45,0
"['first', 'time', 'Carolina', 'team', 'faced', 'post', 'season']",0,45,45,0
"['team', 'first', 'kickoff']",0,45,45,0
"['Peyton', 'Manning', 'complete', '18', 'yard', 'pas', 'opening', 'drive']",0,45,45,0
"['Denver', 'player', 'took', 'ball', 'Panthers', '14', 'yard', 'line']",0,45,45,0
"['scored', 'first', 'point', 'Denver']",0,45,45,0
"['Carolina', 'face', 'opening', 'drive', 'faced', 'entire', 'postseason']",0,45,45,0
"['former', 'referee', 'served', 'analyst', 'CBS']",0,46,46,0
"['Whose', 'pas', 'Jerricho', 'Cotchery', 'ruled', 'incomplete']",0,46,46,0
"['stripped', 'ball', 'Cam', 'Newton', 'sacking', 'drive']",0,46,46,0
"['player', 'recovered', 'possession', 'ball', 'end', 'zone']",0,46,46,0
"['Super', 'Bowl', 'last', 'fumble', 'returned', 'touchdown']",0,46,46,0
"['received', 'pas', 'ruled', 'incomplete', 'confirmed', 'challenge']",0,46,46,0
"['analyst', 'agree', 'ruling', 'incomplete', 'pas']",0,46,46,0
"['according', 'text', 'caused', 'Cam', 'Newton', 'lose', 'ball', 'tackle']",0,46,46,0
"['received', 'ball', 'cam', 'Newton', 'lost', 'tackle', 'make', 'Denver', 'touchdown']",0,46,46,0
"['year', 'last', 'time', 'fumble', 'return', 'touchdown', 'like', 'occurred']",0,46,46,0
"['retired', 'ref', 'disagreed', 'outcome', 'challenge', 'incomplete', 'pas']",0,46,46,0
"['sacked', 'Newton', 'play', 'challenge']",0,46,46,0
"['recovered', 'fumble', 'ran', 'ball', 'touchdown']",0,46,46,0
"['last', 'time', 'fumble', 'return', 'touchdown', 'happened', 'Super', 'Bowl']",0,46,46,0
"['ran', 'Carolina', 'touchdown', 'make', 'score', '10–7']",0,47,47,0
"['punted', 'ball', 'Carolina']",0,47,47,0
"['yard', 'Brad', 'Nortman', 'punt', 'travel']",0,47,47,0
"['yard', 'Jordan', 'Norwood', 'return', 'punt', 'set', 'Super', 'Bowl', 'record']",0,47,47,0
"['yard', 'McManus', 'field', 'goal']",0,47,47,0
"['passing', 'yard', 'Cam', 'Newton', 'get', '4', '4', 'pass']",0,47,47,0
"['got', 'touchdown', 'making', 'score', '10-7']",0,47,47,0
"['much', 'time', 'left', 'quarter', 'Stewart', 'got', 'touchdown']",0,47,47,0
"['got', '61-yard', 'return', 'player', 'thought', 'called', 'fair', 'catch']",0,47,47,0
"['yard', 'field', 'goal', 'made', 'score', '13-7', 'Super', 'Bowl', '50']",0,47,47,0
"['scored', 'Panthers', 'first', 'touchdown']",0,47,47,0
"['Denver', 'score', 'end', 'drive']",0,47,47,0
"['tackled', 'Mike', 'Tolbert', 'caused', 'fumble']",0,48,48,0
"['position', 'Danny', 'Trevathan', 'play']",0,48,48,0
"['Panther', 'tipped', 'Manning', 'pas', 'picked']",0,48,48,0
"['sacked', 'first', 'half', 'clock', 'expired']",0,48,48,0
"['sacked', 'Cam', 'Newton', 'end', 'half']",0,48,48,0
"['fumbled', 'ball', 'tackled', 'Darian', 'Stewart']",0,48,48,0
"['tipped', 'Peyton', 'pas', 'interception']",0,48,48,0
"['yard', 'interception', 'gain', 'ball', 'tipped', 'away', 'Manning']",0,48,48,0
"['tackled', 'Carolina', 'Panthers', 'quarterback', 'end', 'first', 'half']",0,48,48,0
"['fullback', 'fumbled', 'ball', 'Darian', 'Stewart', 'tackle']",0,48,48,0
"['recovered', 'Tolbert', 'fumble']",0,48,48,0
"['intercepted', 'Manning', 'pas', 'giving', 'ball', 'back', 'Panthers']",0,48,48,0
"['drive', 'end', 'Panthers']",0,48,48,0
"['sacked', 'Newton', '11', 'second', 'left', 'first', 'half']",0,48,48,0
"['receiving', 'end', '45-yard', 'pas', 'Cam', 'Newton']",0,49,49,0
"['missed', 'field', 'goal', 'Panthers']",0,49,49,0
"['yard', 'missed', 'field', 'goal']",0,49,49,0
"['kicker', 'successful', '33-yard', 'field', 'goal']",0,49,49,0
"['picked', 'Cam', 'Newton', 'subsequently', 'fumbled', 'ball']",0,49,49,0
"['Newton', 'complete', '45', 'yard', 'pas', 'opening', 'drive', 'second', 'half']",0,49,49,0
"['Gano', 'hit', '44-yard', 'field', 'goal', 'attempt']",0,49,49,0
"['Broncos', 'player', 'intercepted', 'Newton', 'Panthers', 'next', 'set', 'down']",0,49,49,0
"['recovered', 'Ward', 'fumble']",0,49,49,0
"['Newton', 'get', 'pas', 'Panther', 'starting', 'play', 'Super', 'Bowl', '50']",0,49,49,0
"['yard', 'line', 'Broncos', 'stop', 'Panthers', 'first', 'offensive', 'drive', 'Super', 'Bowl', '50']",1,4,49,0
"['hit', 'goal', 'post', 'field', 'goal', 'attempt']",0,49,49,0
"['caught', 'two', 'pass', 'Manning', 'failed', 'Carolina', 'field', 'goal', 'attempt']",0,49,49,0
"['recovered', 'Manning', 'fumble']",0,50,50,0
"['Graham', 'Gano', 'kicked', 'field', 'goal', 'yard']",0,50,50,0
"['caught', '16-yard', 'pas', 'drive']",0,50,50,0
"['12-yard', 'rush', 'drive']",0,50,50,0
"['Early', 'fourth', 'quarter', 'Broncos', 'drove', 'yard', 'line', 'Panthers']",0,50,50,0
"['knocked', 'ball', 'Manning', 'hand', 'next', 'play']",0,50,50,0
"['ball', 'recovered']",0,50,50,0
"['next', 'three', 'drive', 'result']",0,50,50,0
"['last', 'name', 'player', 'bumped', 'ball', 'away', 'Manning', 'fourth', 'quarter', 'Super', 'Bowl', '50']",0,50,50,0
"['yard', 'line', 'Broncos', 'Manning', 'lost', 'ball', 'fourth', 'quarter']",0,50,50,0
"['yard', 'field', 'goal', 'Gano', 'made', 'make', 'score', '16-10']",0,50,50,0
"['following', 'three', 'fourth', 'quarter', 'drive', 'field', 'goal', 'makng', 'score', '16-10', 'ended', 'punt']",0,50,50,0
"['On', 'yard', 'line', 'Carolina', 'begin', '4:51', 'left', 'game']",0,51,51,0
"['fumbled', 'ball', '3rd-and-9']",0,51,51,0
"['Panther', 'defender', 'called', 'holding', 'third']",0,51,51,0
"['player', 'punched', 'ball', '2']",0,51,51,0
"['receiver', 'successful', '2-point', 'conversion']",0,51,51,0
"['stripped', 'ball', 'Newton', '3rd', 'nine']",0,51,51,0
"['recovered', 'strip', 'ball']",0,51,51,0
"['player', 'criticized', 'jumping', 'pile', 'recover', 'ball']",0,51,51,0
"['Panthers', 'player', 'got', 'penalty', 'gave', 'Broncos', 'new', 'set', 'down']",0,51,51,0
"['much', 'time', 'left', 'game', 'Denver', 'took', 'score', '24-10']",0,51,51,0
"['time', 'clock', 'Carolina', 'got', 'ball', '24-yard', 'line', 'fourth', 'quarter']",0,51,51,0
"['last', 'name', 'player', 'took', 'ball', 'away', 'Newton', 'late', 'fourth', 'quarter']",0,51,51,0
"['last', 'name', 'player', 'finally', 'recovered', 'ball', 'Newton', 'lost', 'fourth', 'quarter']",0,51,51,0
"['play', 'Denver', 'kept', 'end', 'zone', 'getting', 'ball', 'Newton']",0,51,51,0
"['last', 'name', 'player', 'scored', '2-yard', 'touchdown', 'fourth', 'quarter']",0,51,51,0
"['solo', 'sack', 'Von', 'Miller', 'game']",0,52,52,0
"['touchdown', 'Manning', 'throw', 'game']",1,1,52,0
"['field', 'goal', 'McManus', 'kick', 'game']",0,52,52,0
"['player', 'played', 'Super', 'Bowl', 'breaking', 'arm', 'two', 'week']",0,52,52,0
"['pick', 'Cam', 'Newton', 'throw']",0,52,52,0
"['interception', 'Manning', 'end', 'game']",1,1,52,0
"['touchdown', 'Manning', 'end', 'game']",1,1,52,0
"['game', 'leading', 'rusher']",0,52,52,0
"['game', 'top', 'receiver']",0,52,52,0
"['player', 'played', 'even', 'though', 'broke', 'arm', 'two', 'week', 'prior', 'Super', 'Bowl']",0,52,52,0
"['last', 'name', 'player', 'Manning', 'top', 'receiver', 'Super', 'Bowl', '50']",0,52,52,0
"['th', 'elast', 'name', 'player', 'Super', 'Bowl', '50', 'winner', 'leading', 'rusher']",0,52,52,0
"['four', 'field', 'goal', 'attempt', 'McManus', 'succeed', 'SUper', 'Bowl', '50']",0,52,52,0
"['intercpetions', 'Newton', 'Super', 'Bowl', '50']",0,52,52,0
"['total', 'tackle', 'Charles', 'Johnson', 'Super', 'Bowl', '50']",0,52,52,0
"['total', 'yard', 'Denver', 'gain']",0,53,53,0
"['first', 'down', 'Denver']",0,53,53,0
"['team', '244', 'yard', 'Super', 'Bowl', 'XXXV']",1,0,53,0
"['returned', 'punt', '61', 'yard', 'setting', 'new', 'Super', 'Bowl', 'record']",0,53,53,0
"['quarterback', 'win', 'Super', 'Bowl', 'two', 'team']",1,0,53,0
"['yard', 'Denver', 'Super', 'Bowl', '50']",1,0,53,0
"['first', 'down', 'Denver', 'Super', 'Bowl', '50']",1,0,53,0
"['Broncos', 'tie', 'sack', 'Super', 'Bowl']",1,0,53,0
"['team', 'Gary', 'Kubiak', 'play', 'Super', 'Bowl']",1,2,53,0
"['first', 'down', 'Panthers', 'Super', 'Bowl', '50']",1,0,53,0
"['first', 'down', 'Broncos', 'Super', 'Bowl', '50']",1,0,53,0
"['team', 'lowest', 'down', 'yard', 'ever', 'Super', 'Bowl', 'Super', 'Bowl', '50']",1,0,53,0
"['team', 'di', 'Broncos', 'tie', 'Super', 'Bowl', 'record', 'sack']",1,3,53,0
"['team', 'Manning', 'Super', 'Bowl']",1,0,53,0
