word,label,parag_no,title_no
The V&A Theatre & Performance,ORG,57,23
the Theatre Museum,ORG,57,23
March 2009,DATE,57,23
V&A,ORG,57,23
UK,GPE,57,23
UK,GPE,57,23
Shakespeare,PERSON,57,23
V&A,ORG,58,23
the V&A Museum of Childhood,ORG,58,23
The American Broadcasting Company,ORG,0,24
ABC,ORG,0,24
abc,ORG,0,24
1957,DATE,0,24
American,NORP,0,24
the Disney–ABC Television Group,ORG,0,24
Disney Media Networks,ORG,0,24
The Walt Disney Company,ORG,0,24
Columbus Avenue,FAC,0,24
West 66th Street,DATE,0,24
Manhattan,GPE,0,24
New York City,GPE,0,24
Los Angeles,GPE,0,24
Burbank,GPE,0,24
California,GPE,0,24
ABC,ORG,1,24
"October 12, 1943",DATE,1,24
the NBC Blue Network,ORG,1,24
Edward J. Noble,PERSON,1,24
1948,DATE,1,24
CBS,ORG,1,24
NBC,ORG,1,24
the mid-1950s,DATE,1,24
ABC,ORG,1,24
United Paramount Theatres,ORG,1,24
Paramount Pictures,ORG,1,24
Leonard Goldenson,PERSON,1,24
UPT,ORG,1,24
the 1980s,DATE,1,24
80%,PERCENT,1,24
ESPN,ORG,1,24
Capital Cities Communications,ORG,1,24
1996,DATE,1,24
Capital Cities/ABC's,ORG,1,24
The Walt Disney Company,ORG,1,24
eight,CARDINAL,2,24
232,CARDINAL,2,24
the United States,GPE,2,24
Canadians,NORP,2,24
at least one,CARDINAL,2,24
ABC,ORG,2,24
Canada,GPE,2,24
United States,GPE,2,24
ABC,ORG,2,24
the Canadian Radio-television and Telecommunications Commission,ORG,2,24
American,NORP,2,24
Canadian,NORP,2,24
ABC News,ORG,2,24
Citadel Broadcasting,ORG,2,24
ABC Radio,ORG,2,24
2007,DATE,2,24
the 1930s,DATE,3,24
the United States,GPE,3,24
three,CARDINAL,3,24
the Columbia Broadcasting System,ORG,3,24
CBS,ORG,3,24
the Mutual Broadcasting System,ORG,3,24
the National Broadcasting Company,ORG,3,24
NBC,ORG,3,24
Radio Corporation of America,ORG,3,24
two,CARDINAL,3,24
NBC Blue,ORG,3,24
NBC Red,ORG,3,24
NBC Blue Network,ORG,3,24
1927,DATE,3,24
NBC Red,ORG,3,24
1934,DATE,4,24
the Federal Communications Commission,ORG,4,24
FCC,ORG,4,24
NBC,ORG,4,24
CBS,ORG,4,24
1938,DATE,4,24
FCC,ORG,4,24
1940,DATE,4,24
RCA,ORG,4,24
NBC Red,ORG,4,24
NBC Blue,ORG,4,24
NBC Red Network,ORG,4,24
the United States,GPE,4,24
FCC,ORG,4,24
RCA,ORG,4,24
NBC Blue,ORG,4,24
FCC,ORG,4,24
Once Mutual's,ORG,5,24
FCC,ORG,5,24
RCA,ORG,5,24
NBC Blue,ORG,5,24
1941,DATE,5,24
Mark Woods,PERSON,5,24
RCA,ORG,5,24
NBC Blue Network,ORG,5,24
NBC Red,ORG,5,24
NBC Blue,ORG,5,24
"January 8, 1942",DATE,5,24
the Blue Network,ORG,5,24
NBC Red,ORG,5,24
NBC Blue,ORG,5,24
Between 1942 and 1943,DATE,5,24
Woods,ORG,5,24
NBC Blue Network,ORG,5,24
three,CARDINAL,5,24
WJZ-TV,ORG,5,24
New York City,GPE,5,24
KGO-TV,ORG,5,24
San Francisco,GPE,5,24
WENR-TV,ORG,5,24
Chicago,GPE,5,24
60,CARDINAL,5,24
four,CARDINAL,5,24
New York City,GPE,5,24
Chicago,GPE,5,24
Los Angeles,GPE,5,24
Washington D.C.,GPE,5,24
the Blue Network,ORG,5,24
"Dillon, Read & Co.",ORG,5,24
the Swiss Bank Corporation,ORG,5,24
1997,DATE,5,24
$7.5 million,MONEY,5,24
Woods,ORG,5,24
RCA,ORG,5,24
David Sarnoff,PERSON,5,24
Edward John Noble,PERSON,6,24
Life Savers,ORG,6,24
Rexall,PERSON,6,24
New York City,GPE,6,24
WMCA,ORG,6,24
$8 million,MONEY,6,24
FCC,ORG,6,24
three,CARDINAL,6,24
RCA,ORG,6,24
Noble,PERSON,6,24
FCC,ORG,6,24
Commission,ORG,6,24
"October 12, 1943",DATE,6,24
the Blue Network,ORG,6,24
the American Broadcasting System,ORG,6,24
"the ""American Broadcasting Company""",ORG,6,24
George B. Storer,PERSON,6,24
1944,DATE,6,24
American Broadcasting Companies,ORG,6,24
ABC,ORG,6,24
December 1949,DATE,6,24
ABC,ORG,6,24
"June 30, 1951",DATE,6,24
ABC,ORG,7,24
NBC,ORG,7,24
CBS,ORG,7,24
NBC Blue's,ORG,7,24
Paul Whiteman,PERSON,7,24
the Metropolitan Opera,ORG,7,24
The Chamber Music Society of Lower Basin Street,ORG,7,24
Milton Cross,ORG,7,24
"Sherlock Holmes, Gang Busters",FAC,7,24
Counterspy,ORG,7,24
mid-afternoon,TIME,7,24
ABC,ORG,7,24
NBC,ORG,7,24
CBS,ORG,7,24
Magnetophon,PERSON,7,24
U.S.,GPE,7,24
Nazi Germany,GPE,7,24
Magnetophon,PRODUCT,7,24
ABC,ORG,7,24
Bing Crosby,PERSON,7,24
NBC,ORG,7,24
CBS,ORG,7,24
second,ORDINAL,8,24
ESPN,ORG,8,24
the 1990s,DATE,8,24
the 2000s,DATE,8,24
Disney Media Networks,ORG,8,24
Disney Channel,ORG,8,24
Toon Disney,PERSON,8,24
Playhouse Disney,ORG,8,24
Jetix,PERSON,8,24
Disney,ORG,8,24
33%,PERCENT,8,24
European,NORP,8,24
Eurosport,ORG,8,24
$155 million,MONEY,8,24
June 2000,DATE,8,24
Disney,ORG,8,24
ABC,ORG,8,24
the United States,GPE,8,24
2004,DATE,8,24
September 27 of that year,DATE,8,24
ABC,ORG,8,24
the United Kingdom,GPE,8,24
the ABC Group,ORG,8,24
"September 8, 2007",DATE,8,24
Disney,ORG,8,24
October,DATE,8,24
ABC International,ORG,8,24
1959,DATE,9,24
ABC Films,ORG,9,24
ABC,ORG,9,24
ABC,ORG,9,24
ABC,ORG,9,24
Japan,GPE,9,24
Latin America,LOC,9,24
the 1970s,DATE,9,24
first,ORDINAL,10,24
ABC,ORG,10,24
the 1950s,DATE,10,24
Leonard Goldenson,PERSON,10,24
the United Paramount Theatres,ORG,10,24
ABC,ORG,10,24
UPT,ORG,10,24
Leonard Goldenson,PERSON,10,24
ABC,ORG,10,24
first,ORDINAL,10,24
Elizabeth II,PERSON,10,24
June 1953,DATE,10,24
CBS,ORG,10,24
NBC,ORG,10,24
NBC,ORG,10,24
Latin,LANGUAGE,10,24
ABC,ORG,10,24
Goldenson,PERSON,10,24
ABC,ORG,10,24
Latin American,NORP,10,24
51%,PERCENT,10,24
Central America,LOC,10,24
Goldenson,PERSON,10,24
Japan,GPE,10,24
the early 1950s,DATE,10,24
5%,PERCENT,10,24
two,CARDINAL,10,24
the Mainichi Broadcasting System,ORG,10,24
1951,DATE,10,24
Nihon Educational Television,ORG,10,24
1957,DATE,10,24
Goldenson,PERSON,10,24
Beirut,GPE,10,24
the mid-1960s,DATE,10,24
ABC,ORG,11,24
the Academy Awards,ORG,11,24
four,CARDINAL,11,24
year,DATE,11,24
American Music Awards,ORG,11,24
Disney Parks,PERSON,11,24
Christmas Day Parade,DATE,11,24
Roses Parade,GPE,11,24
Country Music Association Awards,ORG,11,24
2000,DATE,11,24
ABC,ORG,11,24
CBS,ORG,11,24
1965,DATE,11,24
A Charlie Brown Christmas,ORG,11,24
Peanuts,ORG,11,24
annually,DATE,11,24
ABC,ORG,11,24
A Charlie Brown Christmas,WORK_OF_ART,11,24
the Great Pumpkin,FAC,11,24
Charlie Brown,PERSON,11,24
Thanksgiving,DATE,11,24
1974,DATE,12,24
ABC,ORG,12,24
Dick Clark's,PERSON,12,24
New Year's,EVENT,12,24
Rockin' Eve,ORG,12,24
New Year's Eve,EVENT,12,24
first,ORDINAL,12,24
Dick Clark,PERSON,12,24
Ryan Seacrest,PERSON,12,24
1999,DATE,12,24
ABC,ORG,12,24
one-year,DATE,12,24
Clark,PERSON,12,24
Times Square,FAC,12,24
ABC,ORG,12,24
America,GPE,12,24
"1954 to 1956, 1997 to 2005",DATE,12,24
TLC,ORG,12,24
2006,DATE,12,24
Atlantic City,GPE,12,24
Las Vegas,GPE,12,24
Atlantic City,GPE,12,24
2013,DATE,12,24
2011,DATE,12,24
the Miss America Organization,ORG,12,24
ABC,ORG,12,24
2016,DATE,12,24
ABC,ORG,13,24
daytime,TIME,13,24
The View and The Chew,WORK_OF_ART,13,24
General Hospital,ORG,13,24
ABC,ORG,13,24
1963,DATE,13,24
ABC,ORG,13,24
morning,TIME,13,24
Good Morning America,WORK_OF_ART,13,24
1975,DATE,13,24
ABC Daytime,ORG,13,24
All My Children,WORK_OF_ART,13,24
One Life to Live,ORG,13,24
daytime,TIME,13,24
"Ryan's Hope, Dark Shadows",ORG,13,24
The City,GPE,13,24
Port Charles,GPE,13,24
ABC,ORG,13,24
the last nine years,DATE,13,24
the Procter & Gamble,ORG,13,24
The Edge of Night,WORK_OF_ART,13,24
CBS,ORG,13,24
1975,DATE,13,24
ABC Daytime,ORG,13,24
The Dating Game,WORK_OF_ART,13,24
The Newlywed Game,ORG,13,24
Split Second,PERSON,13,24
"10,000/$20,000",MONEY,13,24
Family Feud,PERSON,13,24
"The Better Sex, Trivia Trap",ORG,13,24
All-Star Blitz,ORG,13,24
Hot Streak,PERSON,13,24
12:00 to 6:00 p.m. Eastern Time,TIME,14,24
9:00 a.m.,TIME,14,24
3:00 p.m. Pacific,TIME,14,24
Saturday,DATE,14,24
nights,TIME,14,24
Saturday,DATE,14,24
afternoons,TIME,14,24
ESPN,ORG,14,24
ABC,ORG,14,24
2006,DATE,14,24
ABC,ORG,14,24
ESPN,ORG,14,24
Saturday,DATE,14,24
Saturday,DATE,14,24
ESPN,ORG,14,24
Sundays,DATE,14,24
the early to mid-2000s,DATE,14,24
Disson Skating,ORG,14,24
between 4:00 and 6:00 p.m. Eastern and Pacific Time,TIME,14,24
the summer,DATE,14,24
ABC,ORG,14,24
ESPN,ORG,14,24
The Open Championship,WORK_OF_ART,14,24
Wimbledon,EVENT,14,24
American,NORP,14,24
ABC,ORG,14,24
weekend,DATE,14,24
ESPN,ORG,14,24
ABC,ORG,14,24
NBA,ORG,14,24
Sundays,DATE,14,24
January,DATE,14,24
NBA,ORG,14,24
the regular season,DATE,14,24
Christmas Day,DATE,14,24
2–7 PM ET,TIME,14,24
NBA,ORG,14,24
the weekends,DATE,14,24
the NBA Finals,ORG,14,24
ABC,ORG,15,24
1947,DATE,15,24
ABC,ORG,15,24
five,CARDINAL,15,24
New York City,GPE,15,24
Los Angeles,GPE,15,24
Chicago,GPE,15,24
San Francisco,GPE,15,24
Detroit,GPE,15,24
VHF,ORG,15,24
7,CARDINAL,15,24
Frank Marx,PERSON,15,24
ABC,ORG,15,24
VHF,ORG,15,24
2,CARDINAL,15,24
the U.S. Army,ORG,15,24
the fall of 1949,DATE,16,24
ABC,ORG,16,24
two,CARDINAL,16,24
CBS,ORG,16,24
NBC,ORG,16,24
third,ORDINAL,16,24
the DuMont Television Network,ORG,16,24
1952,DATE,16,24
only 108,CARDINAL,16,24
the United States,GPE,16,24
Boston,GPE,16,24
only two,CARDINAL,16,24
Pittsburgh,GPE,16,24
St. Louis,GPE,16,24
only one,CARDINAL,16,24
Denver,GPE,16,24
Portland,GPE,16,24
the end of 1949,DATE,17,24
United Paramount Theatres,ORG,17,24
the U.S. Supreme Court,ORG,17,24
Paramount Pictures,ORG,17,24
ABC,ORG,17,24
only five,CARDINAL,17,24
nine,CARDINAL,17,24
1951,DATE,17,24
CBS,ORG,17,24
1951,DATE,17,24
58%,PERCENT,17,24
ABC,ORG,17,24
$5 million,MONEY,17,24
ABC,ORG,17,24
the Prudential Insurance Company of America,ORG,17,24
Leonard Goldenson,PERSON,18,24
UPT,ORG,18,24
Noble,PERSON,18,24
1951,DATE,18,24
UPT,ORG,18,24
ABC,ORG,18,24
one,CARDINAL,18,24
CBS,ORG,18,24
William S. Paley,PERSON,18,24
CBS,ORG,18,24
New York City,GPE,18,24
Los Angeles,GPE,18,24
Goldenson,PERSON,18,24
the late spring of 1951,DATE,18,24
UPT,ORG,18,24
ABC,ORG,18,24
"June 6, 1951",DATE,18,24
UPT,ORG,18,24
FCC,ORG,18,24
Paramount,ORG,18,24
UPT,ORG,18,24
Insofar,ORG,18,24
Paramount Pictures,ORG,18,24
the DuMont Television Network,ORG,18,24
FCC,ORG,18,24
Paramount,ORG,18,24
United Paramount Theatres,ORG,18,24
1952,DATE,19,24
FCC,ORG,19,24
Sixth Report,FAC,19,24
Order,ORG,19,24
Commission,ORG,19,24
One,CARDINAL,19,24
FCC,ORG,19,24
ABC,ORG,19,24
UPT,ORG,19,24
third,ORDINAL,19,24
"February 9, 1953",DATE,19,24
FCC,ORG,19,24
UPT,ORG,19,24
ABC,ORG,19,24
$25 million,MONEY,19,24
"American Broadcasting-Paramount Theatres, Inc.",ORG,19,24
the Paramount Building,FAC,19,24
1501,DATE,19,24
Broadway,FAC,19,24
Manhattan,GPE,19,24
six AM,TIME,19,24
five,CARDINAL,19,24
644,CARDINAL,19,24
300,CARDINAL,19,24
U.S.,GPE,19,24
FCC,ORG,19,24
two,CARDINAL,19,24
UPT,ORG,19,24
Chicago,GPE,19,24
WBKB-TV,ORG,19,24
CBS,ORG,19,24
WBBM-TV,ORG,19,24
$6 million,MONEY,19,24
ABC,ORG,19,24
Chicago,GPE,19,24
WENR-TV,ORG,19,24
WBKB,GPE,19,24
7,CARDINAL,19,24
Goldenson,PERSON,19,24
WJZ-TV,ORG,20,24
New York City,GPE,20,24
WABC-TV,ORG,20,24
"August 10, 1948",DATE,20,24
first,ORDINAL,20,24
two hours,TIME,20,24
evening,TIME,20,24
ABC,ORG,20,24
the next 13 months,DATE,20,24
WENR-TV,ORG,20,24
Chicago,GPE,20,24
September 17,DATE,20,24
WXYZ-TV,ORG,20,24
Detroit,GPE,20,24
"October 9, 1948",DATE,20,24
October 1948,DATE,20,24
VHF,ORG,20,24
FCC,ORG,20,24
KGO-TV,ORG,20,24
San Francisco,GPE,20,24
"May 5, 1949",DATE,20,24
"May 7, 1949",DATE,20,24
Billboard,PERSON,20,24
ABC,ORG,20,24
$6.25 million,MONEY,20,24
$2.5 million,MONEY,20,24
20 acres,QUANTITY,20,24
"80,937 m2",QUANTITY,20,24
Hollywood,GPE,20,24
The Prospect Studios,ORG,20,24
Mount Wilson,LOC,20,24
KECA-TV,ORG,20,24
August 1,DATE,20,24
September 16,DATE,20,24
The 1960s,DATE,21,24
ABC,ORG,21,24
the decade,DATE,21,24
"September 30, 1960",DATE,21,24
ABC,ORG,21,24
Flintstones,PRODUCT,21,24
William Hanna,PERSON,21,24
Joseph Barbera,PERSON,21,24
ABC,ORG,21,24
Flintstones,ORG,21,24
ABC,ORG,21,24
Disney,ORG,21,24
1959,DATE,22,24
Walt Disney Productions,ORG,22,24
ABC,ORG,22,24
Disneyland,FAC,22,24
$7.5 million,MONEY,22,24
ABC,ORG,22,24
Walt Disney Presents,ORG,22,24
1961,DATE,22,24
Walt Disney,PERSON,22,24
NBC,ORG,22,24
Walt Disney's,ORG,22,24
Goldenson,PERSON,22,24
ABC,ORG,22,24
ABC,ORG,22,24
Disney,ORG,22,24
first,ORDINAL,22,24
1961,DATE,22,24
Disney,ORG,22,24
1985,DATE,22,24
three-season,DATE,22,24
the Disney Sunday Movie,ORG,22,24
NBC,ORG,22,24
1988,DATE,22,24
Disney,ORG,22,24
ABC,ORG,22,24
1996,DATE,22,24
Capital Cities/ABC,ORG,22,24
The Wonderful World of Disney,ORG,22,24
2000,DATE,23,24
ABC,ORG,23,24
Little Dot,PERSON,23,24
ABC,ORG,23,24
the Troika Design Group,ORG,23,24
2001–02,CARDINAL,23,24
1998,DATE,24,24
Pittard Sullivan,PERSON,24,24
night,TIME,24,24
four,CARDINAL,24,24
We Love TV,WORK_OF_ART,24,24
that year,DATE,24,24
NBC,ORG,24,24
CBS,ORG,24,24
three,CARDINAL,24,24
2000,DATE,24,24
the Fox Fanfare,ORG,24,24
four,CARDINAL,24,24
the 1998–99 season,DATE,24,24
the fall of 2015,DATE,24,24
ABC,ORG,24,24
1998–2002,DATE,24,24
four,CARDINAL,24,24
over seventeen years,DATE,24,24
four,CARDINAL,24,24
four,CARDINAL,24,24
ABC,ORG,24,24
ABC,ORG,24,24
1983,DATE,25,24
40th,ORDINAL,25,24
That Special Feeling,WORK_OF_ART,25,24
Ten years later,DATE,25,24
1993,DATE,25,24
ABC,ORG,25,24
first,ORDINAL,25,24
the 1993–94 season,DATE,25,24
60 seconds,TIME,25,24
the 1995–96 season,DATE,25,24
the 2011–12 season,DATE,25,24
The 1970s,DATE,26,24
1980s,DATE,26,24
1977,DATE,26,24
first,ORDINAL,26,24
ABC,ORG,26,24
three,CARDINAL,26,24
1962,DATE,27,24
Paul Rand,PERSON,27,24
ABC,ORG,27,24
abc,ORG,27,24
ABC,ORG,27,24
the 1963–64 season,DATE,27,24
Bauhaus,ORG,27,24
Herbert Bayer,PERSON,27,24
the 1920s,DATE,27,24
Avant Garde,PERSON,27,24
Horatio,PERSON,27,24
Chalet,PRODUCT,27,24
ABC,ORG,27,24
Between May and September 2005,DATE,28,24
Disney–ABC,ORG,28,24
ABC Radio,ORG,28,24
Clear Channel Communications,ORG,28,24
Westwood One,PERSON,28,24
NBC,ORG,28,24
CBS,ORG,28,24
the Mutual Broadcasting System,ORG,28,24
the 1990s,DATE,28,24
"October 19, 2005",DATE,28,24
ABC,ORG,28,24
six,CARDINAL,28,24
Entertainment Communications,ORG,28,24
Kids Communications,ORG,28,24
News Communications,ORG,28,24
Corporate Communications,ORG,28,24
International Communications,ORG,28,24
2004,DATE,29,24
ABC,ORG,29,24
ten,CARDINAL,29,24
fourth,ORDINAL,29,24
NBC,ORG,29,24
CBS,ORG,29,24
Fox,PERSON,29,24
the following year,DATE,29,24
ABC,ORG,29,24
NBC,ORG,29,24
CBS,ORG,29,24
only 32%,PERCENT,29,24
U.S.,GPE,29,24
the 2004–05 season,DATE,29,24
Desperate Housewives,PERSON,29,24
Lost,GPE,29,24
Grey's Anatomy,ORG,29,24
Dancing with the Stars,WORK_OF_ART,29,24
ABC,ORG,29,24
second,ORDINAL,29,24
CBS,ORG,29,24
Fox,ORG,29,24
"April 21, 2004",DATE,29,24
Disney,ORG,29,24
Disney Media Networks,ORG,29,24
Anne Sweeney,PERSON,29,24
ABC,ORG,29,24
Disney–ABC Television Group,ORG,29,24
ESPN,ORG,29,24
George Bodenheimer,PERSON,29,24
Sweeney,ORG,29,24
ABC Sports,ORG,29,24
"December 7, 2005",DATE,29,24
ABC Sports,ORG,29,24
ESPN,ORG,29,24
eight-year,DATE,29,24
NASCAR,ORG,29,24
ABC,ORG,29,24
ESPN,ORG,29,24
17,CARDINAL,29,24
Nextel Cup,EVENT,29,24
each season,DATE,29,24
just over half,CARDINAL,29,24
36,CARDINAL,29,24
annually,DATE,29,24
the 2006 season,DATE,29,24
two-year,DATE,30,24
2002,DATE,30,24
September,DATE,30,24
Disney,ORG,30,24
Michael Eisner,PERSON,30,24
ABC,ORG,30,24
ABC,ORG,30,24
Saturday,DATE,30,24
mornings,TIME,30,24
Disney Channels,ORG,30,24
ABC,ORG,30,24
Soapnet,PRODUCT,30,24
ABC,ORG,30,24
ABC Family,ORG,30,24
2002,DATE,30,24
first,ORDINAL,30,24
Bachelorette,PERSON,30,24
the following year,DATE,30,24
two,CARDINAL,30,24
the early 2010s,DATE,30,24
"April 30, 2000",DATE,31,24
ABC,ORG,31,24
Time Warner Cable,ORG,31,24
ABC,ORG,31,24
four,CARDINAL,31,24
WABC-TV,ORG,31,24
New York City,GPE,31,24
KABC-TV,ORG,31,24
Los Angeles,GPE,31,24
KTRK,PERSON,31,24
Houston,GPE,31,24
WTVD,GPE,31,24
Raleigh-Durham,ORG,31,24
eleventh-hour,TIME,31,24
"December 31, 1999",DATE,31,24
ABC,ORG,31,24
the Federal Communications Commission,ORG,31,24
May 1,DATE,31,24
TWC,ORG,31,24
FCC,ORG,31,24
ABC,ORG,31,24
Time Warner Cable,ORG,31,24
May 2,DATE,31,24
ABC,ORG,31,24
the 2000–01 season,DATE,31,24
NBC,ORG,31,24
the 2000s,DATE,32,24
the previous decade,DATE,32,24
The Practice,ORG,32,24
NYPD Blue,ORG,32,24
The Wonderful World of,ORG,32,24
Disney,ORG,32,24
Kids,PERSON,32,24
Jim,PERSON,32,24
ABC,ORG,32,24
Millionaire,GPE,32,24
2000,DATE,32,24
Boy Meets World,ORG,32,24
Sabrina,PERSON,32,24
the Teenage Witch,ORG,32,24
WB,ORG,32,24
September 2000,DATE,32,24
Family Matters,ORG,32,24
CBS,ORG,32,24
Friday,DATE,32,24
the 1997–98 season,DATE,32,24
Friday,DATE,32,24
20/20,CARDINAL,32,24
Friday nights,DATE,32,24
ABC,ORG,32,24
the next 11 years,DATE,32,24
August 1999,DATE,33,24
ABC,ORG,33,24
British,NORP,33,24
ABC,ORG,33,24
Regis Philbin,ORG,33,24
summer,DATE,33,24
ABC,ORG,33,24
Millionaire,ORG,33,24
"January 18, 2000",DATE,33,24
as much as six nights a week,DATE,33,24
the 1999–2000 season,DATE,33,24
ABC,ORG,33,24
first,ORDINAL,33,24
third,ORDINAL,33,24
first,ORDINAL,33,24
a single television season,DATE,33,24
three years,DATE,33,24
2002,DATE,33,24
Buena Vista Television,ORG,33,24
Meredith Vieira,PERSON,33,24
September of that year,DATE,33,24
"July 31, 1995",DATE,34,24
The Walt Disney Company,ORG,34,24
Capital Cities/ABC,ORG,34,24
$19 billion,MONEY,34,24
Disney,ORG,34,24
New York City,GPE,34,24
"January 4, 1996",DATE,34,24
Capital Cities/ABC,ORG,34,24
February 9,DATE,34,24
Disney,ORG,34,24
ABC Inc.,ORG,34,24
ABC,ORG,34,24
Disney,ORG,34,24
ABC,ORG,34,24
ten,CARDINAL,34,24
21,CARDINAL,34,24
80%,PERCENT,34,24
ESPN,ORG,34,24
The History Channel,ORG,34,24
A&E Television Networks,ORG,34,24
Lifetime Entertainment,ORG,34,24
Capital Cities/ABC's,ORG,34,24
FCC,ORG,34,24
KABC-TV,ORG,34,24
Disney,ORG,34,24
Los Angeles,GPE,34,24
KCAL-TV,ORG,34,24
Young Broadcasting,ORG,34,24
$387 million,MONEY,34,24
April 4,DATE,34,24
Disney,ORG,34,24
four,CARDINAL,34,24
ABC,ORG,34,24
Capital Cities,ORG,34,24
Knight Ridder,ORG,34,24
$1.65 billion,MONEY,34,24
Thomas S. Murphy,PERSON,34,24
ABC,ORG,34,24
Robert Iger,PERSON,34,24
Disney,ORG,34,24
Home Improvement and Boy Meets World,ORG,34,24
ABC,ORG,34,24
Disney,ORG,34,24
Saturday,DATE,34,24
morning,TIME,34,24
1998,DATE,34,24
ABC,ORG,34,24
Aaron Sorkin,PERSON,34,24
Sports Night,PERSON,34,24
SportsCenter,NORP,34,24
Emmy Awards,PERSON,34,24
2000,DATE,34,24
two seasons,DATE,34,24
the 1965–66 season,DATE,35,24
three,CARDINAL,35,24
ABC,ORG,35,24
third,ORDINAL,35,24
ABC,ORG,35,24
1964,DATE,35,24
Goldenson,PERSON,35,24
1991,DATE,35,24
"""Beating the Odds: The Untold Story Behind the Rise of ABC",WORK_OF_ART,35,24
ABC,ORG,35,24
Norton Simon,PERSON,35,24
General Electric,ORG,35,24
International Telephone and Telegraph,ORG,35,24
Litton Industries,ORG,35,24
"May 1, 1953",DATE,36,24
ABC,ORG,36,24
New York City,GPE,36,24
WJZ,ORG,36,24
WJZ-FM,ORG,36,24
WABC,ORG,36,24
WABC-FM,ORG,36,24
WABC-TV,ORG,36,24
7 West 66th Street,DATE,36,24
one,CARDINAL,36,24
Central Park,LOC,36,24
CBS Radio,ORG,36,24
WCBS,ORG,36,24
1946,DATE,36,24
WJZ,ORG,36,24
ABC,ORG,36,24
Baltimore,GPE,36,24
1959,DATE,36,24
WJZ,ORG,36,24
Baltimore,GPE,36,24
Westinghouse,ORG,36,24
ABC,ORG,37,24
UPT,ORG,37,24
1950,DATE,37,24
Robert Kintner,PERSON,37,24
ABC,ORG,37,24
1958,DATE,37,24
ABC,ORG,37,24
UPT,ORG,37,24
Goldenson,PERSON,37,24
ABC,ORG,37,24
FCC,ORG,37,24
Goldenson,PERSON,37,24
October 1954,DATE,37,24
UPT,ORG,37,24
the DuMont Television Network,ORG,37,24
ABC-DuMont,ORG,37,24
five years,DATE,37,24
DuMont,ORG,37,24
$5 million,MONEY,37,24
DuMont,PERSON,37,24
DuMont Laboratories,ORG,37,24
FCC,ORG,37,24
WABC-TV,ORG,37,24
DuMont,ORG,37,24
New York City,GPE,37,24
two,CARDINAL,37,24
ABC-DuMont,ORG,37,24
CBS,ORG,37,24
NBC,ORG,37,24
ABC,ORG,38,24
Goldenson,PERSON,38,24
mid-1953,DATE,38,24
Hollywood,GPE,38,24
Paramount Pictures,ORG,38,24
ABC,ORG,38,24
UPT,ORG,38,24
Hollywood,GPE,38,24
ABC,ORG,38,24
The Lone Ranger,PERSON,38,24
The Adventures of Ozzie and Harriet,WORK_OF_ART,38,24
13 seasons,DATE,38,24
1952 to 1965,DATE,38,24
U.S.,GPE,38,24
The Simpsons,ORG,38,24
2002,DATE,38,24
Warner,ORG,39,24
ABC television,ORG,39,24
Warner Bros. Presents,ORG,39,24
the 1955–56 season,DATE,39,24
1942,DATE,39,24
Kings Row and,WORK_OF_ART,39,24
Casablanca,GPE,39,24
Cheyenne,GPE,39,24
1947,DATE,39,24
Wyoming Kid,FAC,39,24
1954,DATE,39,24
The Boy,WORK_OF_ART,39,24
Oklahoma,GPE,39,24
Maverick,PERSON,39,24
ABC,ORG,39,24
Hollywood,GPE,39,24
Walt Disney,ORG,39,24
Disney,ORG,39,24
James Lewis Baughman,PERSON,39,24
ABC,ORG,39,24
New York,GPE,39,24
Mickey Mouse,PERSON,39,24
Walt Disney,PERSON,40,24
Roy,PERSON,40,24
Goldenson,PERSON,40,24
the end of 1953,DATE,40,24
ABC,ORG,40,24
Disneyland,FAC,40,24
Walt,PERSON,40,24
ABC,ORG,40,24
"500,000",MONEY,40,24
$4.5 million,MONEY,40,24
a third,CARDINAL,40,24
1954,DATE,40,24
ABC,ORG,40,24
Disneyland,FAC,40,24
Sunday,DATE,40,24
night,TIME,40,24
Disneyland,FAC,40,24
"October 27, 1954",DATE,40,24
first,ORDINAL,40,24
Disney,ORG,40,24
the next 50 years,DATE,40,24
July 1968,DATE,41,24
ABC Radio,ORG,41,24
Allen Shaw,PERSON,41,24
WCFL,GPE,41,24
Chicago,GPE,41,24
ABC Radio,ORG,41,24
Harold L. Neal,PERSON,41,24
LOVE Radio,WORK_OF_ART,41,24
ABC,ORG,41,24
seven,CARDINAL,41,24
late November 1968,DATE,41,24
KXYZ,ORG,41,24
August 1970,DATE,41,24
Shaw,PERSON,41,24
ABC FM's,ORG,41,24
September 1969,DATE,42,24
ABC,ORG,42,24
the Movie of the Week,ORG,42,24
weekly,DATE,42,24
the early 1960s,DATE,42,24
The Movie of the Week,ORG,42,24
Aaron Spelling,PERSON,42,24
David Wolper,PERSON,42,24
Steven Spielberg,PERSON,42,24
1971,DATE,42,24
Duel,WORK_OF_ART,42,24
"400,000–$450,000",MONEY,42,24
the late 1960s,DATE,42,24
early 1970s,DATE,42,24
The Courtship of Eddie's,WORK_OF_ART,42,24
The Partridge Family,ORG,42,24
the early 1970s,DATE,43,24
ABC,ORG,43,24
the decade,DATE,43,24
ABC,ORG,43,24
CBS,ORG,43,24
NBC,ORG,43,24
first,ORDINAL,43,24
ABC,ORG,43,24
three,CARDINAL,43,24
1970,DATE,44,24
ABC,ORG,44,24
Monday,DATE,44,24
Monday,DATE,44,24
the National Football League,ORG,44,24
NFL,ORG,44,24
